word,category,polarity,score
정말 비싸다,price,negative,-2
정말 별로,general,negative,-2
정말 아쉽다,general,negative,-2
정말 불편하다,general,negative,-2
정말 짜다,food,negative,-2
정말 싱겁다,food,negative,-2
정말 맵다,food,negative,-2
정말 느끼하다,food,negative,-2
정말 질기다,food,negative,-2
정말 퍽퍽하다,food,negative,-2
정말 시끄럽다,atmosphere,negative,-2
정말 좁다,atmosphere,negative,-2
정말 더럽다,atmosphere,negative,-2
정말 맛없다,food,negative,-2
완전 깨끗하다,atmosphere,positive,2
완전 깔끔하다,general,positive,2
완전 부드럽다,food,positive,2
완전 신선하다,food,positive,2
완전 고소하다,food,positive,2
완전 담백하다,food,positive,2
완전 비싸다,price,negative,-2
완전 아쉽다,general,negative,-2
완전 불편하다,general,negative,-2
완전 짜다,food,negative,-2
완전 싱겁다,food,negative,-2
완전 맵다,food,negative,-2
완전 느끼하다,food,negative,-2
완전 질기다,food,negative,-2
완전 퍽퍽하다,food,negative,-2
완전 시끄럽다,atmosphere,negative,-2
완전 좁다,atmosphere,negative,-2
완전 더럽다,atmosphere,negative,-2
완전 불친절하다,service,negative,-2
완전 맛없다,food,negative,-2
엄청 깨끗하다,atmosphere,positive,2
엄청 깔끔하다,general,positive,2
엄청 담백하다,food,positive,2
엄청 만족하다,general,positive,2
엄청 추천,general,positive,2
엄청 별로,general,negative,-2
엄청 아쉽다,general,negative,-2
엄청 불편하다,general,negative,-2
엄청 짜다,food,negative,-2
엄청 싱겁다,food,negative,-2
엄청 맵다,food,negative,-2
엄청 느끼하다,food,negative,-2
엄청 질기다,food,negative,-2
엄청 퍽퍽하다,food,negative,-2
엄청 좁다,atmosphere,negative,-2
엄청 더럽다,atmosphere,negative,-2
엄청 불친절하다,service,negative,-2
엄청 맛없다,food,negative,-2
매우 깨끗하다,atmosphere,positive,2
매우 깔끔하다,general,positive,2
매우 신선하다,food,positive,2
매우 고소하다,food,positive,2
매우 담백하다,food,positive,2
매우 비싸다,price,negative,-2
매우 별로,general,negative,-2
매우 아쉽다,general,negative,-2
매우 불편하다,general,negative,-2
매우 짜다,food,negative,-2
매우 싱겁다,food,negative,-2
매우 맵다,food,negative,-2
매우 느끼하다,food,negative,-2
매우 질기다,food,negative,-2
매우 퍽퍽하다,food,negative,-2
매우 시끄럽다,atmosphere,negative,-2
매우 좁다,atmosphere,negative,-2
매우 더럽다,atmosphere,negative,-2
매우 불친절하다,service,negative,-2
매우 맛없다,food,negative,-2
무척 맛있다,food,positive,2
무척 좋다,general,positive,2
무척 친절하다,service,positive,2
무척 깨끗하다,atmosphere,positive,2
무척 깔끔하다,general,positive,2
무척 부드럽다,food,positive,2
무척 신선하다,food,positive,2
무척 고소하다,food,positive,2
무척 담백하다,food,positive,2
무척 만족하다,general,positive,2
무척 추천,general,positive,2
무척 비싸다,price,negative,-2
무척 별로,general,negative,-2
무척 아쉽다,general,negative,-2
무척 불편하다,general,negative,-2
무척 짜다,food,negative,-2
무척 싱겁다,food,negative,-2
무척 맵다,food,negative,-2
무척 느끼하다,food,negative,-2
무척 질기다,food,negative,-2
무척 퍽퍽하다,food,negative,-2
무척 시끄럽다,atmosphere,negative,-2
무척 좁다,atmosphere,negative,-2
무척 더럽다,atmosphere,negative,-2
무척 불친절하다,service,negative,-2
무척 맛없다,food,negative,-2
되게 맛있다,food,positive,2
되게 좋다,general,positive,2
되게 친절하다,service,positive,2
되게 깨끗하다,atmosphere,positive,2
되게 깔끔하다,general,positive,2
되게 부드럽다,food,positive,2
되게 신선하다,food,positive,2
되게 고소하다,food,positive,2
되게 담백하다,food,positive,2
되게 만족하다,general,positive,2
되게 추천,general,positive,2
되게 비싸다,price,negative,-2
되게 별로,general,negative,-2
되게 아쉽다,general,negative,-2
되게 불편하다,general,negative,-2
되게 짜다,food,negative,-2
되게 싱겁다,food,negative,-2
되게 맵다,food,negative,-2
되게 느끼하다,food,negative,-2
되게 질기다,food,negative,-2
되게 퍽퍽하다,food,negative,-2
되게 시끄럽다,atmosphere,negative,-2
되게 좁다,atmosphere,negative,-2
되게 더럽다,atmosphere,negative,-2
되게 불친절하다,service,negative,-2
되게 맛없다,food,negative,-2
살짝 맛있다,food,positive,1
살짝 좋다,general,positive,1
살짝 괜찮다,general,positive,1
살짝 친절하다,service,positive,1
살짝 깨끗하다,atmosphere,positive,1
살짝 별로,general,negative,-1
살짝 불편하다,general,negative,-1
살짝 비싸다,price,negative,-1
살짝 짜다,food,negative,-1
살짝 싱겁다,food,negative,-1
살짝 맵다,food,negative,-1
살짝 느끼하다,food,negative,-1
살짝 질기다,food,negative,-1
살짝 퍽퍽하다,food,negative,-1
살짝 시끄럽다,atmosphere,negative,-1
살짝 좁다,atmosphere,negative,-1
살짝 불친절하다,service,negative,-1
조금 맛있다,food,positive,1
조금 좋다,general,positive,1
조금 괜찮다,general,positive,1
조금 친절하다,service,positive,1
조금 깨끗하다,atmosphere,positive,1
조금 별로,general,negative,-1
조금 싱겁다,food,negative,-1
조금 맵다,food,negative,-1
조금 느끼하다,food,negative,-1
조금 질기다,food,negative,-1
조금 퍽퍽하다,food,negative,-1
조금 좁다,atmosphere,negative,-1
조금 불친절하다,service,negative,-1
약간 맛있다,food,positive,1
약간 좋다,general,positive,1
약간 괜찮다,general,positive,1
약간 친절하다,service,positive,1
약간 깨끗하다,atmosphere,positive,1
약간 아쉽다,general,negative,-1
약간 별로,general,negative,-1
약간 불편하다,general,negative,-1
약간 비싸다,price,negative,-1
약간 싱겁다,food,negative,-1
약간 맵다,food,negative,-1
약간 느끼하다,food,negative,-1
약간 질기다,food,negative,-1
약간 퍽퍽하다,food,negative,-1
약간 시끄럽다,atmosphere,negative,-1
약간 좁다,atmosphere,negative,-1
약간 불친절하다,service,negative,-1
좀 맛있다,food,positive,1
좀 좋다,general,positive,1
좀 괜찮다,general,positive,1
좀 친절하다,service,positive,1
좀 깨끗하다,atmosphere,positive,1
좀 아쉽다,general,negative,-1
좀 별로,general,negative,-1
좀 불편하다,general,negative,-1
좀 비싸다,price,negative,-1
좀 짜다,food,negative,-1
좀 싱겁다,food,negative,-1
좀 맵다,food,negative,-1
좀 느끼하다,food,negative,-1
좀 질기다,food,negative,-1
좀 퍽퍽하다,food,negative,-1
좀 시끄럽다,atmosphere,negative,-1
좀 좁다,atmosphere,negative,-1
좀 불친절하다,service,negative,-1
그냥 맛있다,food,positive,1
그냥 좋다,general,positive,1
그냥 괜찮다,general,positive,1
그냥 친절하다,service,positive,1
그냥 깨끗하다,atmosphere,positive,1
그냥 아쉽다,general,negative,-1
그냥 별로,general,negative,-1
그냥 불편하다,general,negative,-1
그냥 비싸다,price,negative,-1
그냥 짜다,food,negative,-1
그냥 싱겁다,food,negative,-1
그냥 맵다,food,negative,-1
그냥 느끼하다,food,negative,-1
그냥 질기다,food,negative,-1
그냥 퍽퍽하다,food,negative,-1
그냥 시끄럽다,atmosphere,negative,-1
그냥 좁다,atmosphere,negative,-1
그냥 불친절하다,service,negative,-1
훨씬 맛있다,food,positive,2
훨씬 좋다,general,positive,2
훨씬 괜찮다,general,positive,2
그나마 괜찮다,general,positive,1
그런대로 괜찮다,general,positive,1
그럭저럭 괜찮다,general,positive,1
유난히 맛있다,food,positive,1
유난히 친절하다,service,positive,1
유난히 비싸다,price,negative,-1
유난히 시끄럽다,atmosphere,negative,-1
굳이,general,negative,-1
비위생,atmosphere,negative,-1
가성비망,price,negative,-1
헛걸음,general,negative,-1
양 적다,food,negative,-1
기다리게 하다,service,negative,-1
세팅 안 하다,service,negative,-1
안 주다,general,negative,-1
안 줌,general,negative,-1
절대 아니다,general,negative,-1
충격받다,general,negative,-1
퍼지다,food,negative,-1
불은면,food,negative,-1
주문 혼동,service,negative,-1
실수하다,general,negative,-1
응대 별로,service,negative,-1
냄새나다,food,negative,-1
배탈,general,negative,-1
돈 아깝다,price,negative,-1
가지 말다,general,negative,-1
믿지 말다,general,negative,-1
속지 말다,general,negative,-1
재방문 의사 없음,general,negative,-1
웨이팅할 맛 아님,general,negative,-1
화내심,general,negative,-1
화냄,general,negative,-1
화내다,general,negative,-1
냄새 나다,food,negative,-1
맛 없다,food,negative,-1
씨부리다,service,negative,-1
믿다 말다,general,negative,-1
강요,service,negative,-1
아득바득,general,negative,-1
모욕,service,negative,-1
예의없이,service,negative,-1
큰소리,general,negative,-1
고기량이 적다,food,negative,-1
까칠하다,service,negative,-1
개맛없음,food,negative,-2
뱉다,food,negative,-1
호들갑,general,negative,-1
뻑뻑,food,negative,-1
개대충,general,negative,-2
주구장창,general,negative,-1
잡내,food,negative,-1
오래 걸리다,service,negative,-1
가격값 못하다,price,negative,-1
한참 나오다,service,negative,-1
사과 없이,service,negative,-1
험담,service,negative,-1
가봄직,general,positive,1
살갑다,service,positive,1
합당,general,positive,1
변하다,general,negative,-1
사라지다,general,negative,-1
범벅,food,negative,-1
얼룩,service,negative,-1
장염,general,negative,-1
돼지 냄새,food,negative,-1
마음대로,service,negative,-1
기본 안되다,general,negative,-1
물맛,food,negative,-1
익다 않다,food,negative,-1
묻어있다,atmosphere,negative,-1
가성비 좋다,price,positive,1
먹기 힘들다,food,negative,-1
가관,general,negative,-1
광고,general,negative,-1
실패 없다,food,positive,1
실패 없,food,positive,1
실패 없는,food,positive,1
실패 없이,food,positive,1
실패 안하다,food,positive,1
실패 안 하다,food,positive,1
실패하지 않다,food,positive,1
실패 하지 않다,food,positive,1
실패할 수 없다,food,positive,1
실패 할 수 없다,food,positive,1
실패할 수 없는,food,positive,1
실패 할 수 없는,food,positive,1
실패수없다,food,positive,1
실패 없는 맛,food,positive,1
실패없는 맛,food,positive,1
실패 없는 메뉴,food,positive,1
실패없는 메뉴,food,positive,1
실패 없는 조합,food,positive,1
실패없는 조합,food,positive,1
실패 없는 선택,general,positive,1
실패없는 선택,general,positive,1
실패하지 않는 맛,food,positive,1
실패하지않는 맛,food,positive,1
실패하지 않는 메뉴,food,positive,1
실패하지않는 메뉴,food,positive,1
실패하지 않는 조합,food,positive,1
실패하지않는 조합,food,positive,1
믿고 먹다,food,positive,1
믿고 먹는,food,positive,1
믿고 먹는 맛,food,positive,1
믿고 먹는 메뉴,food,positive,1
맛 보장,food,positive,1
맛보장,food,positive,1
보장된 맛,food,positive,1
검증된 맛,food,positive,1
무조건 맛있다,food,positive,2
기다릴 맛 아니다,general,negative,-1
기다릴 맛은 아니다,general,negative,-1
기다릴만한 맛 아니다,general,negative,-1
기다릴 만한 맛 아니다,general,negative,-1
기다릴만한 맛은 아니다,general,negative,-1
기다릴 만한 맛은 아니다,general,negative,-1
기다릴 정도 맛 아니다,general,negative,-1
기다릴 정도의 맛 아니다,general,negative,-1
기다릴 정도 맛은 아니다,general,negative,-1
기다릴 정도의 맛은 아니다,general,negative,-1
기다려서 먹을 맛 아니다,general,negative,-1
기다려서 먹을 맛은 아니다,general,negative,-1
기다려 먹을 맛 아니다,general,negative,-1
기다려 먹을 맛은 아니다,general,negative,-1
웨이팅할 맛 아니다,general,negative,-1
웨이팅할 맛은 아니다,general,negative,-1
웨이팅 할 맛 아니다,general,negative,-1
웨이팅 할 맛은 아니다,general,negative,-1
웨이팅할만한 맛 아니다,general,negative,-1
웨이팅할 만한 맛 아니다,general,negative,-1
웨이팅할만한 맛은 아니다,general,negative,-1
웨이팅할 만한 맛은 아니다,general,negative,-1
줄설 맛 아니다,general,negative,-1
줄 설 맛 아니다,general,negative,-1
줄설 맛은 아니다,general,negative,-1
줄 설 맛은 아니다,general,negative,-1
줄서서 먹을 맛 아니다,general,negative,-1
줄 서서 먹을 맛 아니다,general,negative,-1
줄서서 먹을 맛은 아니다,general,negative,-1
줄 서서 먹을 맛은 아니다,general,negative,-1
기다린 보람 없다,general,negative,-1
기다린 보람은 없다,general,negative,-1
기다린 보람 없었다,general,negative,-1
기다린 값 아니다,general,negative,-1
기다린 값은 아니다,general,negative,-1
웨이팅 값 아니다,general,negative,-1
웨이팅 값은 아니다,general,negative,-1
줄 길다,general,negative,-1
줄이 길다,general,negative,-1
줄 너무 길다,general,negative,-1
줄 진짜 길다,general,negative,-1
줄 엄청 길다,general,negative,-1
대기 길다,general,negative,-1
대기가 길다,general,negative,-1
대기 너무 길다,general,negative,-1
대기 진짜 길다,general,negative,-1
대기 엄청 길다,general,negative,-1
웨이팅 길다,general,negative,-1
웨이팅이 길다,general,negative,-1
웨이팅 너무 길다,general,negative,-1
웨이팅 진짜 길다,general,negative,-1
웨이팅 엄청 길다,general,negative,-1
기다림 길다,general,negative,-1
기다림이 길다,general,negative,-1
기다리는 시간 길다,general,negative,-1
기다린 시간 길다,general,negative,-1
시간 길다,general,negative,-1
시간이 길다,general,negative,-1
시간 너무 길다,general,negative,-1
오래 기다리다,general,negative,-1
오래 기다림,general,negative,-1
오래 기다렸다,general,negative,-1
한참 기다리다,general,negative,-1
한참 기다림,general,negative,-1
한참 기다렸다,general,negative,-1
살짝 서운하다,general,negative,-1
조금 서운하다,general,negative,-1
약간 서운하다,general,negative,-1
좀 서운하다,general,negative,-1
너무 서운하다,general,negative,-1
진짜 서운하다,general,negative,-1
정말 서운하다,general,negative,-1
안 먹으면 서운하다,food,positive,1
안먹으면 서운하다,food,positive,1
안 먹으면 서운하지,food,positive,1
안먹으면 서운하지,food,positive,1
먹지 않으면 서운하다,food,positive,1
먹지 않으면 서운하지,food,positive,1
안 시키면 서운하다,food,positive,1
안시키면 서운하다,food,positive,1
안 시키면 서운하지,food,positive,1
안시키면 서운하지,food,positive,1
안 먹고 가면 서운하다,food,positive,1
안 먹고 가면 서운하지,food,positive,1
그냥 가면 서운하다,general,positive,1
그냥 가면 서운하지,general,positive,1
빠지면 서운하다,food,positive,1
빠지면 서운하지,food,positive,1
빠지면 섭하다,food,positive,1
빠지면 섭하지,food,positive,1
없으면 서운하다,food,positive,1
없으면 서운하지,food,positive,1
없으면 섭하다,food,positive,1
없으면 섭하지,food,positive,1
빼면 서운하다,food,positive,1
빼면 서운하지,food,positive,1
빼면 섭하다,food,positive,1
빼면 섭하지,food,positive,1
놓치면 서운하다,general,positive,1
놓치면 서운하지,general,positive,1
놓치면 섭하다,general,positive,1
놓치면 섭하지,general,positive,1
안 먹기 서운하다,food,positive,1
안 먹기 서운하지,food,positive,1
안 시키기 서운하다,food,positive,1
안 시키기 서운하지,food,positive,1
다시는,general,negative,-1
혜자,general,positive,1
맛있다 자다,food,positive,1
자다 먹다,general,positive,1
맛있다 먹다,food,positive,1
먹기 좋다,food,positive,1
같이 먹기 좋다,food,positive,1
부드럽다 맛있다,food,positive,1
깔끔하다 맛있다,food,positive,1
잡다 없이,food,positive,1
잡다 없다,food,positive,1
잡다 없이 부드럽다,food,positive,2
고기 잡다 없이,food,positive,1
고기 질도 좋다,food,positive,1
질도 좋다,food,positive,1
간이 맞다,food,positive,1
간이 좋다,food,positive,1
자극 않다,food,positive,1
자극 없다,food,positive,1
느끼다 않다,food,positive,1
구수하다,food,positive,1
찐하다,food,positive,1
쫄깃하다,food,positive,1
쫀득하다,food,positive,1
탱글하다,food,positive,1
바삭하다,food,positive,1
별미 이다,food,positive,1
비우다 이다,food,positive,1
밥 비우다,food,positive,1
거뜬하다 비우다,food,positive,1
먹다 정도 아니다,food,negative,-1
웨이 먹다 정도 아니다,food,negative,-1
비싸도 맛있,food,positive,2
비싸다 맛있다,food,positive,1
줄 길게,food,positive,1
맛을 모르,food,positive,1
별로 사람 모르다,food,positive,1
거짓말 않다,general,positive,1
거짓말하지 않,general,positive,1
맛집 무조건,food,positive,1
확신 맛집,food,positive,1
무조건 맛집,food,positive,1
무조건 추천,general,positive,1
추천 드리다,general,positive,1
방문 추천,general,positive,1
제일 맛있다,food,positive,2
인생 맛집,food,positive,2
또간집,general,positive,1
양도 많다,price,positive,1
양 많다,price,positive,1
엄청 많다,price,positive,1
양도 푸다,price,positive,1
푸다 지다,price,positive,1
푸다,price,positive,1
넉넉하다,price,positive,1
푸짐하다,price,positive,1
가성 좋다,price,positive,1
가성 비도 좋다,price,positive,1
혜자,price,positive,1
고물 가시대 가치,price,positive,1
가치 돋보이다,price,positive,1
직원 너무 친절하다,service,positive,2
사장 너무 친절하다,service,positive,2
응대 좋다,service,positive,1
응대 친절하다,service,positive,1
응대 해주다,service,positive,1
친절하다 기분,service,positive,1
친절하다 기분 좋다,service,positive,2
기분 좋다,general,positive,1
덕분 기분 좋다,service,positive,1
불친절 모르다,service,neutral,0
불친절 모르겠,service,neutral,0
말씀드리다,service,neutral,0
차다 친절하다,service,positive,1
분위기 너무 좋다,atmosphere,positive,2
편하다,atmosphere,positive,1
웨이 없이,atmosphere,positive,1
바로 입장,atmosphere,positive,1
웨이 없이 바로,atmosphere,positive,1
모임 좋다,atmosphere,positive,1
평범하다,general,negative,-1
특별하다 않다,general,negative,-1
기대하다 아니다,general,negative,-1
기대 이하,general,negative,-1
별로 이다,general,negative,-1
그저 그렇다,general,negative,-1
그럭저럭,general,negative,-1
기분 나쁘다,service,negative,-2
응대 이상하다,service,negative,-1
대처 이상하다,service,negative,-1
사과 없다,service,negative,-1
다시 가다 싶다 않다,general,negative,-1
재방문 의사 없다,general,negative,-1
방문 의사 없다,general,negative,-1
가성비 별로,price,negative,-1
양 적다,price,negative,-1
양이 적다,price,negative,-1
양 적음,price,negative,-1
적다,price,negative,-1
퍽퍽하다,food,negative,-1
식다,food,negative,-1
냄새 심하다,food,negative,-2
잡내 나다,food,negative,-1
맛 없다,food,negative,-2
맛없다,food,negative,-2
밍밍하다,food,negative,-1
아무 맛 없다,food,negative,-2
고성 방가,atmosphere,negative,-2
시끄럽다 싫어하다,atmosphere,negative,-2
소란스럽다,atmosphere,negative,-1
정신없다,atmosphere,negative,-1
정신없이,atmosphere,negative,-1
불편하다,atmosphere,negative,-1
웨이 길다,atmosphere,negative,-1
대기 길다,atmosphere,negative,-1
오래 기다리다,atmosphere,negative,-1
기다리다 길다,atmosphere,negative,-1
할저씨,atmosphere,negative,-1
술시 켜다,atmosphere,negative,-1
할저씨,atmosphere,negative,-1
술시 켜다,atmosphere,negative,-1
