platform,store_name,account_id,account_review_count,visit_date,visit_count,verification_method,review_text,review_length,has_photo,rating,account_avg_rating,reviewer_level,manual_label,trust_score,pred_label,trust_level,trust_weight,rating_x_trust_weight,trust_reasons,generic_count,reason_count,menu_count,category_count,number_detail_count,generic_negative_count,detailed_negative_count,event_word_count,intensifier_count,quality_detail_count,sensory_detail_count,waiting_popularity_count,experience_context_count,temporal_context_count,mixed_opinion_count,sentence_count,has_generic_praise,strong_generic_praise,has_reason,strong_reason,has_menu,has_number_detail,has_generic_negative,has_detailed_negative,has_quality_detail,strong_quality_detail,has_sensory_detail,strong_sensory_detail,has_waiting_popularity,has_experience_context,has_temporal_context,has_mixed_opinion,multi_sentence_review,short_review,ultra_short_review,short_generic_review,generic_without_detail,low_information_review,specific_review,popularity_only_review,enthusiastic_but_detailed,positive_narrative,mixed_opinion_review,temporal_experience_review,menu_price_listing_only,short_but_specific_food_review,detailed_negative_narrative,first_visit,revisit,account_review_count_is_1,account_review_count_under_5,account_review_count_under_10,account_review_count_over_50,account_review_count_over_100
kakao,소문난성수감자탕,reviewer_001472,107,2025-10-23,,,맛 변했음. 도때기시장. 중국인 천지,20,0,1.0,2.9,실버 레벨,1,-2.5,0,low,0.2,0.2,short_low_specificity:-1.5 | low_information_review:-2 | account_review_count_over_100:+1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
kakao,태양곱창 성수점,reviewer_002110,14,2025-01-09,,,돼지곱창 맛있게 친구들과 잘 먹었어요 돼지 잡냄새도 안나고 마지막 볶음밥도 대중의 맛이라 재방문 하고 싶어요 직원분들의 친절함까지 한스푼~~ 최고예요~~~~,87,0,5.0,4.7,브론즈 레벨,1,10.4,1,high,1.0,5.0,experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | enthusiastic_but_detailed_rich:+0.5,3,2,3,2,0,0,0,0,0,0,0,0,4,1,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
naver,락희옥 마포본점,reviewer_000098,6,2026-03-15,1.0,영수증,음식이 깔끔하고 맛있습니다. 와인페어링 해서 먹으면 너무 맛있어요. 모임으로 오기 너무 좋아요,52,1,,,,0,1.4,0,ambiguous,0.5,,menu_without_experience_detail:-1.0 | account_review_count_under_10:-0.2 | first_visit:-0.2 | many_intensifier_weak_context:-1 | has_menu:+0.3 | positive_narrative:+2.0 | has_reason_with_length:+0.8 | category_count:+0.7 | enthusiastic_but_not_rich:+0 | short_but_menu_only_food_review:+0.2 | photo_without_enough_detail:-0.2,3,2,1,1,0,0,0,0,2,0,0,0,0,0,0,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0
kakao,락희옥 마포본점,reviewer_000560,2,2025-12-23,,영수증,정말 여러가지 방면으로 최악,15,0,1.0,1.0,브론즈 레벨,0,0.5,0,ambiguous,0.5,0.5,menu_without_experience_detail:-1.0 | account_review_count_under_5:-0.5 | has_menu:+0.3 | has_detailed_negative:+1.5 | short_but_menu_only_food_review:+0.2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
kakao,능동미나리 성수점,reviewer_001234,1607,2025-09-27,,영수증,"육회비빔밥, 곰탕, 육전 다 기절쌈바리... 미니리맛이 킥이에요 뭘 먹어도 향긋하니 익숙하면서도 색다른 맛! 특히 육회비빔밥은 간장양념 베이스인데 달달하니 제일 맛있었어요 줄 길었는데 생각보다 빨리 줄더라구요 츄라이 해보세요??",127,1,5.0,3.7,퍼플 레벨,1,16.2,1,high,1.0,5.0,has_menu:+0.3 | has_quality_detail:+0.6 | strong_quality_detail:+0.5 | has_sensory_detail:+0.6 | strong_sensory_detail:+0.5 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+0.7 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,1,4,9,1,0,0,2,0,0,2,3,2,0,0,0,3,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1
kakao,원조조박집 본관,reviewer_000652,109,2025-12-03,,영수증,이게 밑반찬 끝. 아 갈비를 못찍음.근데 진짜 맛은 있다. 또갈예정 . 가격은 점점 올라가..생갈비는 걍 .. 기본 돼지갈비추천 굽느라손은바쁨..상추는 청상추. 주차는 건너편공영주차장으로,104,1,4.0,3.3,골드 레벨,0,15.799999999999999,1,high,1.0,4.0,experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | category_count:+0.7 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,1,1,4,1,0,1,2,0,1,0,0,0,2,1,2,9,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1
kakao,성수족발,reviewer_002119,20,2025-10-23,,,족발 맛있어요 주차 공간 없어요,17,0,3.0,3.7,골드 레벨,0,2.3000000000000003,0,ambiguous,0.5,1.5,short_generic_but_specific:-0.2 | has_menu:+0.3 | positive_narrative:+2.0 | enthusiastic_but_not_rich:+0 | short_but_menu_only_food_review:+0.2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
naver,을밀대 평양냉면,reviewer_000245,116,2026-04-23,1.0,영수증,남편하고 점심으로 을밀대 평양냉면이 유명하다 해서 방문했는데 먹어보니 슴슴한 맛이고 녹두전도 괜찮네요,56,0,,,,1,4.0,0,high,1.0,,first_visit:-0.2 | experience_context:+1.0 | has_menu:+0.3 | has_reason_with_length:+0.8 | category_count:+0.7 | waiting_or_popularity_context:+0.2 | short_but_menu_only_food_review:+0.2 | account_review_count_over_100:+1.0,0,3,2,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
kakao,소문난성수감자탕,reviewer_001454,4,2025-11-25,,,아 평점 믿을걸..,10,0,1.0,3.0,브론즈 레벨,0,-4.0,0,low,0.2,0.2,short_low_specificity:-1.5 | low_information_review:-2 | account_review_count_under_5:-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
kakao,훼미리손칼국수보쌈,reviewer_002495,57,2025-05-29,,,예전엔 저렴한데 양많고 맛도 있었는데 어느순간 사장님이 안보이시더니 일본인 손님이 많아졌음 오랜만에 갔는데 너무 맛 없어서 국수 다 남김ㅠ 밥도 김치도 넉넉하게 주시고 칼국수도 진한 국물에 빨리빨리 나왔는데 보쌈 다 먹을동안 칼국수는 나오지도 않고 밥 양도 엄청 줄었음 직원들 불친절은 덤 김치랑 칼국수 맛이 밍밍해지고 달아진듯 그래서 없던 간장도 생겼음 좋아하던 집이었는데 이젠 보내줄때가... 김치 달아졌고 눅눅함(예전엔 시원했음) 칼국수 맹물에 밀가루면 보쌈은 양많고 부드러움 저렴하게 배채우는걸론 추천 일부러 찾아오고 기다려서 먹을 집은 절대절대 아님,312,1,1.0,3.8,실버 레벨,1,21.200000000000003,1,high,1.0,1.0,experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | has_quality_detail:+0.6 | strong_quality_detail:+0.5 | has_sensory_detail:+0.6 | strong_sensory_detail:+0.5 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_50:+0.7 | has_photo_with_detail:+0.2,3,11,19,3,0,0,5,0,2,3,2,2,4,3,1,2,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0
kakao,육산장 홍대본점,reviewer_000692,3,2026-03-12,,영수증,맛있겠다.정말 맛있겠다,12,0,4.0,3.3,브론즈 레벨,0,-11.5,0,low,0.2,0.8,short_low_specificity:-1.5 | strong_generic_without_specificity:-1.5 | generic_without_detail:-3 | short_generic_review:-2 | low_information_review:-2 | no_number_detail_with_praise:-1 | account_review_count_under_5:-0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
kakao,각시보쌈,reviewer_000520,103,2025-11-16,,영수증,너무맛있게 먹었어요. 공기밥 시키면 참치김치찌개 주시는데 그것도 맛있었어요. 대기가 있지만 금방 빠져서 기다렸다 먹을만하고 다른테이블은 정식을 많이 드시던데 가성비 좋아 보였어요.,100,1,5.0,4.1,골드 레벨,1,13.999999999999996,1,high,1.0,5.0,experience_context:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+0.7 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,3,3,4,1,0,0,2,0,1,0,0,2,1,0,0,3,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1
kakao,일등식당,reviewer_000787,182,2025-12-05,,,심심한 뼈해장국이지만 맛은 은근 짜요 노포 느낌에 위생이나 친절함이 없고 최악은 합석을 시킨다는 것 뼈다귀는 너무 삶아서 국물에 밥 말아먹으면 가끔씩 뼛조각이 씹힙니다 8천원이라는 가성비가 사람을 모으는 곳이지만 딱히 재방문의사는 없습니다,133,0,3.0,3.5,골드 레벨,1,16.3,1,high,1.0,3.0,experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0,1,5,4,3,0,1,3,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1
kakao,할머니의 레시피,reviewer_002126,29,2026-01-17,,,맛은 있는데 가격이 넘 비싸요,16,0,3.0,3.2,실버 레벨,0,1.5,0,ambiguous,0.5,1.5,has_detailed_negative:+1.5,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kakao,이태리국시 성수,reviewer_002017,1,2026-03-29,,영수증,깔끔하고 고급스런 분위기에 퓨전 이태리음식들 넘 마싰어요^^,33,1,5.0,5.0,브론즈 레벨,0,-1.5,0,low,0.2,1.0,account_review_count_is_1:-1.0 | category_count:+0.7 | photo_without_enough_detail:-0.2 | kakao_5star_short_low_specificity:-1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
kakao,능동미나리 성수점,reviewer_001276,157,2025-05-16,,영수증,"기대만큼은 아니었음 좀 느끼하기도하고, 연희연남기준 우탕이나 연희곰탕보다 별로였음",45,0,3.0,4.0,골드 레벨,1,3.7,0,high,1.0,3.0,has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | account_review_count_over_100:+1.0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
naver,태양곱창 성수점,reviewer_002142,39,2026-04-11,1.0,,돼지 곱창 전골은 태양곱창이 최고에요 ! 웨이팅 무조건 기다려서 먹어야 하는 맛집입니당 ??,51,1,,,,0,8.3,1,high,1.0,,menu_without_experience_detail:-1.0 | first_visit:-0.2 | popularity_only_without_detail:-1 | has_menu:+0.3 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | category_count:+0.7 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_not_rich:+0 | short_but_menu_only_food_review:+0.2 | photo_without_enough_detail:-0.2,2,2,3,1,0,0,2,0,0,0,0,1,0,0,1,2,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
kakao,육지,reviewer_000706,6,2026-04-26,,,"음식 맛과 별개로, 직원 교육이 상당히 미흡해 보입니다. 자리 착석 후 고기를 주문해서 나왔는데, 15분에서 20분 동안 고기를 방치하더라구요. 알아서 구워 먹을 수도 없었던게 철판도 없었고, 숯을 데우는 과정인 것 같았는데 이건 보통 따로 해놓고 손님 상에서 안하지 않나요? 그렇다고 양해 구하는 직원도 없었고, 주방과 가까운 자리였는데 오히려 일하기 싫다 및 비속어 쓰는 소리만 들려서 불쾌한 자리였어요. 고기 구워주실 때도, 집게를 거의 던지듯 내려놓고, 고기 굽는데 큰 소리로 오더 내리는게 위생적으로 그리고 앞에 있는 손님에게 옳은 행동일까요? 그리고 홀이 아닌 주방 마감이었는데, 옆 자리 치우면서 쓰레기 통을 자리 위에 두고 자리를 떠나고도 안 치우더라구요. 5점 후기가 많아서 갔는데. 다시 보니까 후기가 1,2개 달린 봇 계정들인지 모르겠네요. 다시 방문 의사 없고, 다른 분들도 후기에 속지 마시길 바랍니다. 합정에는 맛집 많으니까요",476,0,1.0,4.3,브론즈 레벨,1,16.9,1,high,1.0,1.0,account_review_count_under_10:-0.2 | experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_number_detail:+1 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_detailed_rich:+0.5,1,8,5,3,4,0,2,0,0,0,0,0,12,2,0,10,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0
naver,조선시대,reviewer_000363,37,2026-04-24,1.0,영수증,가게도 넓고 메뉴도 다양합니다! 딸기 막걸리도 너무 맛있어요 재방문의사 있습니다!,45,0,,,,0,7.499999999999999,1,high,1.0,,first_visit:-0.2 | experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | has_menu:+0.3 | positive_narrative:+2.0 | has_reason_with_length:+0.8 | category_count:+1.4 | enthusiastic_but_not_rich:+0 | short_but_menu_only_food_review:+0.2,1,1,1,2,0,0,0,0,1,0,0,0,1,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0
naver,할머니의 레시피,reviewer_002424,170,2025-05-20,1.0,,"점심특선으로 8,800원으로 제육을 즐길 수 있다니! 반찬도 알차게 나오고 맛있어요 ㅎㅎ 제육 양념이 좀 짜서 아쉽긴 했지만 집밥 느낌 나고 좋아요",82,1,,,,1,18.5,1,high,1.0,,first_visit:-0.2 | experience_context:+1.0 | has_menu:+0.3 | has_sensory_detail:+0.6 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_number_detail:+1 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,2,2,5,2,1,1,1,0,0,0,1,0,1,0,1,2,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1
kakao,능동미나리 성수점,reviewer_001172,6,2026-03-28,,,"여긴 능동미나리가 아님. 신용산본점이랑 전혀 다른 맛. 본점은 곰탕 고기에서 한우구이 맛이 날 정도로 고소하고 맛있었는데 여긴 그냥 흔하디흔한 곰탕임. 특히 육회비빔밥.....육회 냉동도 덜 풀려서 비벼지지도 않는 거 보고 아주 실망함,, 능동미나리를 정말 좋아하는 1인으로 넘 실망스럽네요..",164,1,2.0,4.5,브론즈 레벨,1,9.6,1,high,1.0,2.0,account_review_count_under_10:-0.2 | generic_negative_weak_detail:-0.5 | has_menu:+0.3 | has_quality_detail:+0.6 | strong_quality_detail:+0.5 | has_sensory_detail:+0.6 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+0.7 | multi_sentence_with_length:+0.8 | enthusiastic_but_detailed_rich:+0.5 | has_photo_with_detail:+0.2,2,2,5,1,0,2,0,0,0,2,1,0,0,0,0,5,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
kakao,소문난성수감자탕,reviewer_001428,20,2026-01-12,,,위생 최악에 맛도 그냥 그래요.. 직원들도 불친절하세요,30,0,1.0,2.8,실버 레벨,1,3.7,0,high,1.0,1.0,category_count:+0.7 | has_detailed_negative:+1.5 | detailed_negative_narrative:+1.5 | enthusiastic_but_not_rich:+0,1,1,0,1,0,1,3,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
kakao,홍대 조선시대,reviewer_000875,80,2026-04-23,,,감자전이랑 누룽지탕이랑 김치 너무너무 맛있어요 대박!!!생일 저녁상으로 최고,42,1,5.0,3.1,실버 레벨,0,5.6,0,high,1.0,5.0,experience_context:+1.0 | has_menu:+0.3 | has_quality_detail:+0.6 | positive_narrative:+2.0 | category_count:+0.7 | enthusiastic_but_not_rich:+0 | short_but_specific_food_review:+0.5 | account_review_count_over_50:+0.7 | photo_without_enough_detail:-0.2,3,0,2,1,0,0,0,0,3,1,0,0,1,0,0,2,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
kakao,훼미리손칼국수보쌈,reviewer_002497,259,2025-05-27,,,15000원에 김치 3종 + 보쌈 + 칼국수 + 밥 반공기 + 배추 완존 푸짐해용 보쌈이랑 김치가 진짜 맛있어요.. 칼국수도 맛있었는데 예상은 가는 맛이에요! 주말 점심이라 웨이팅 1시간 넘게했는데 worth it!,120,1,5.0,4.0,골드 레벨,1,18.1,1,high,1.0,5.0,experience_context:+1.0 | has_menu:+0.3 | has_sensory_detail:+0.6 | menu_sensory_review:+1.0 | positive_narrative:+2.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+1.4 | rich_category_context:+0.8 | multi_sentence_with_length:+0.8 | has_number_detail:+1 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | enthusiastic_but_detailed_rich:+0.5 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,2,4,9,3,2,0,2,0,1,0,1,1,3,0,0,3,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1
kakao,이태리국시 성수,reviewer_001860,2,2026-04-25,,영수증,가게가 깨끗하고 분위기좋음 버터 파스타는 조금 느끼한데 대창 파스타 맛있어용,42,1,4.0,3.0,브론즈 레벨,1,5.2,0,high,1.0,4.0,menu_without_experience_detail:-1.0 | account_review_count_under_5:-0.5 | has_menu:+0.3 | mixed_opinion_review:+1.5 | category_count:+0.7 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_not_rich:+0 | short_but_menu_only_food_review:+0.2 | photo_without_enough_detail:-0.2,2,1,3,1,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0
kakao,옥동식 서교점,reviewer_000619,8,2026-04-19,,예약,맛은 있지만 웨이팅 하면서까지 가진 않을 것 같아요!,29,1,4.0,3.3,브론즈 레벨,0,1.9999999999999998,0,ambiguous,0.5,2.0,menu_without_experience_detail:-1.0 | account_review_count_under_10:-0.2 | popularity_only_without_detail:-1 | has_menu:+0.3 | category_count:+0.7 | has_detailed_negative:+1.5 | detailed_negative_narrative:+1.5 | waiting_or_popularity_context:+0.2 | short_but_menu_only_food_review:+0.2 | photo_without_enough_detail:-0.2,0,2,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
naver,할머니의 레시피,reviewer_002391,245,2025-10-27,1.0,,핫플레이스라 해서 가봤는데~ 한국인들보다 외국인들이 더 많네요~ 맛은 걍 평범해요 ~집밥 느낌이지만 가자미가 너무 말라있고 가격대비 반찬이 넘 소소해요 ~,86,1,,,,1,11.2,1,high,1.0,,first_visit:-0.2 | experience_context:+1.0 | has_menu:+0.3 | mixed_opinion_review:+1.5 | mixed_opinion_context:+0.8 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | multi_sentence_with_length:+0.8 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | account_review_count_over_100:+1.0 | has_photo_with_detail:+0.2,0,4,2,0,0,0,2,0,1,0,0,0,1,0,1,4,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1
kakao,마포양지설렁탕 도화점,reviewer_000605,1596,2025-08-07,,영수증,설렁탕 3.5 워낙 맛집이 많아서리!!,21,0,3.0,3.6,블루 레벨,0,-8.5,0,low,0.2,0.6000000000000001,short_low_specificity:-1.5 | generic_without_detail:-3 | short_generic_review:-2 | low_information_review:-2 | no_number_detail_with_praise:-1 | account_review_count_over_100:+1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
naver,금금 성수점,reviewer_001343,45,2026-04-29,1.0,영수증,깔끔하고 정갈하고 맛잇네요 ㅎㅎ 미팅하기도 좋네요 ㅎㅎ 추천합니다,36,1,,,,0,-6.0,0,low,0.2,,strong_generic_without_specificity:-1.5 | generic_without_detail:-3 | no_number_detail_with_praise:-1 | first_visit_short_low_specificity:-1 | category_count:+0.7 | photo_without_enough_detail:-0.2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
kakao,할머니의 레시피,reviewer_002312,1,2026-04-13,,,"어른 2명, 아기 3명 오픈 시간에 맞춰 입장했으나 어른 수에 비해 아동 수가 많다고 입장거절 당함 매우 당황스럽고 사전에 고지되어 있지 않은 내용이라 화가 났고 사장의 불친절한 태도에 더 기분이 나쁜 식당이였음 음식 맛도 못봤지만 다시는 가고 싶지않은 배려없는 식당",149,0,1.0,1.0,브론즈 레벨,1,11.5,1,high,1.0,1.0,account_review_count_is_1:-1.0 | experience_context:+1.0 | temporal_context:+1.0 | temporal_experience_review:+1.0 | mixed_opinion_review:+1.5 | has_reason_with_length:+0.8 | strong_reason_with_length:+0.8 | category_count:+0.7 | has_number_detail:+1 | has_detailed_negative:+1.5 | detailed_negative_with_context:+1.2 | detailed_negative_narrative:+1.5 | enthusiastic_but_detailed_rich:+0.5,1,3,0,1,2,0,1,0,0,0,0,0,4,2,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0
kakao,소문난성수감자탕,reviewer_001533,51,2025-07-24,,,반찬 재활용하시고 맛도 평균 이하에요.......,27,0,1.0,3.8,실버 레벨,1,-1.3,0,low,0.2,0.2,short_low_specificity:-1.5 | menu_without_experience_detail:-1.0 | has_menu:+0.3 | short_but_menu_only_food_review:+0.2 | account_review_count_over_50:+0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
